1	1
2	2
3	3
1	1
2	2
3	3
4	4
5	5
6	6
10	6
4	4
5	5
6	6
4	4
5	5
6	6
1	1
2	2
3	3
4	4
5	5
8	5
1	1
2	2
3	3
1	1
2	2
3	3
1	1
2	2
3	3
4	4
5	5
6	6
1	1
2	2
7	2
1	1
2	2
3	3
4	4
5	5
6	6
1	1
2	2
3	3
9	3
4	4
5	5
6	6
1	1
2	2
3	3
1	1
2	2
7	2
4	4
5	5
6	6
1	1
2	2
3	3
4	4
5	5
6	6
4	4
5	5
6	6
1	1
2	2
3	3
9	3
4	4
5	5
6	6
1	1
2	2
3	3
1	1
2	2
3	3
4	4
5	5
6	6
10	6
4	4
5	5
6	6
4	4
5	5
6	6
4	4
5	5
6	6
1	1
2	2
3	3
4	4
5	5
6	6
10	6
4	4
5	5
6	6
4	4
5	5
6	6
1	1
2	2
7	2
4	4
5	5
6	6
4	4
5	5
6	6
4	4
5	5
6	6
10	6
1	1
2	2
3	3
4	4
5	5
6	6
1	1
2	2
3	3
9	3
4	4
5	5
6	6
4	4
5	5
6	6
1	1
2	2
7	2
4	4
5	5
6	6
1	1
2	2
3	3
4	4
5	5
6	6
4	4
5	5
8	5
1	1
2	2
3	3
4	4
5	5
6	6
1	1
2	2
3	3
4	4
5	5
6	6
1	1
2	2
3	3
9	3
4	4
5	5
6	6
1	1
2	2
3	3
4	4
5	5
8	5
4	4
5	5
6	6
4	4
5	5
6	6
1	1
2	2
3	3
9	3
4	4
5	5
6	6
1	1
2	2
3	3
4	4
5	5
8	5
1	1
2	2
3	3
4	4
5	5
6	6
4	4
5	5
6	6
4	4
5	5
8	5
4	4
5	5
6	6
4	4
5	5
6	6
1	1
2	2
3	3
1	1
2	2
7	2
1	1
2	2
3	3
4	4
5	5
6	6
4	4
5	5
6	6
1	1
2	2
3	3
1	1
2	2
7	2
4	4
5	5
6	6
4	4
5	5
6	6
4	4
5	5
6	6
4	4
5	5
6	6
4	4
5	5
6	6
4	4
5	5
6	6
10	6
4	4
5	5
6	6
4	4
5	5
6	6
4	4
5	5
8	5
4	4
5	5
6	6
1	1
2	2
3	3
4	4
5	5
8	5
4	4
5	5
6	6
1	1
2	2
3	3
1	1
2	2
7	2
4	4
5	5
6	6
1	1
2	2
3	3
4	4
5	5
6	6
1	1
2	2
3	3
4	4
5	5
8	5
1	1
2	2
3	3
4	4
5	5
6	6
1	1
2	2
3	3
4	4
5	5
6	6
10	6
4	4
5	5
6	6
1	1
2	2
3	3
1	1
2	2
7	2
4	4
5	5
6	6
4	4
5	5
6	6
1	1
2	2
3	3
4	4
5	5
8	5
1	1
2	2
3	3
4	4
5	5
6	6
4	4
5	5
6	6
4	4
5	5
6	6
1	1
2	2
3	3
9	3
4	4
5	5
6	6
1	1
2	2
3	3
1	1
2	2
3	3
4	4
5	5
8	5
1	1
2	2
3	3
1	1
2	2
3	3
4	4
5	5
6	6
4	4
5	5
8	5
4	4
5	5
6	6
1	1
2	2
3	3
1	1
2	2
3	3
4	4
5	5
6	6
10	6
4	4
5	5
6	6
1	1
2	2
3	3
1	1
2	2
3	3
4	4
5	5
6	6
4	4
5	5
6	6
10	6
1	1
2	2
3	3
4	4
5	5
6	6
1	1
2	2
7	2
1	1
2	2
3	3
1	1
2	2
3	3
4	4
5	5
6	6
10	6
4	4
5	5
6	6
4	4
5	5
6	6
4	4
5	5
6	6
4	4
5	5
8	5
1	1
2	2
3	3
1	1
2	2
3	3
1	1
2	2
3	3
4	4
5	5
6	6
1	1
2	2
3	3
1	1
2	2
7	2
4	4
5	5
6	6
4	4
5	5
6	6
1	1
2	2
3	3
4	4
5	5
6	6
1	1
2	2
3	3
9	3
1	1
2	2
3	3
1	1
2	2
3	3
4	4
5	5
6	6
4	4
5	5
6	6
4	4
5	5
8	5
4	4
5	5
6	6
4	4
5	5
6	6
1	1
2	2
3	3
9	3
1	1
2	2
3	3
1	1
2	2
3	3
1	1
2	2
3	3
4	4
5	5
6	6
4	4
5	5
6	6
10	6
1	1
2	2
3	3
4	4
5	5
6	6
1	1
2	2
3	3
1	1
2	2
3	3
9	3
1	1
2	2
3	3
1	1
2	2
3	3
4	4
5	5
6	6
1	1
2	2
3	3
9	3
4	4
5	5
6	6
4	4
5	5
6	6
4	4
5	5
6	6
4	4
5	5
6	6
10	6
4	4
5	5
6	6
4	4
5	5
6	6
1	1
2	2
3	3
1	1
2	2
3	3
4	4
5	5
8	5
1	1
2	2
3	3
1	1
2	2
3	3
4	4
5	5
