1	86
2	81
3	83
9	83
91	86
2	81
3	83
31	86
2	81
3	83
31	86
2	81
3	83
31	86
2	81
7	81
71	86
2	81
3	83
34	82
5	87
6	84
64	82
5	87
8	87
81	86
2	81
3	83
34	82
5	87
6	84
64	82
5	87
6	84
64	82
5	87
8	87
81	86
2	81
3	83
34	82
5	87
6	84
61	86
2	81
3	83
31	86
2	81
7	81
71	86
2	81
3	83
31	86
2	81
3	83
31	86
2	81
3	83
31	86
2	81
3	83
9	83
94	82
5	87
6	84
64	82
5	87
6	84
61	86
2	81
7	81
71	86
2	81
3	83
31	86
2	81
3	83
31	86
2	81
3	83
31	86
2	81
3	83
31	86
2	81
3	83
9	83
94	82
5	87
6	84
64	82
5	87
6	84
61	86
2	81
3	83
31	86
2	81
3	83
31	86
2	81
7	81
71	86
2	81
3	83
31	86
2	81
3	83
34	82
5	87
6	84
10	84
104	82
5	87
6	84
64	82
5	87
6	84
61	86
2	81
3	83
9	83
91	86
2	81
3	83
34	82
5	87
6	84
61	86
2	81
3	83
9	83
91	86
2	81
3	83
34	82
5	87
6	84
64	82
5	87
6	84
10	84
104	82
5	87
6	84
61	86
2	81
3	83
31	86
2	81
3	83
9	83
94	82
5	87
6	84
61	86
2	81
3	83
31	86
2	81
3	83
31	86
2	81
3	83
34	82
5	87
6	84
64	82
5	87
8	87
81	86
2	81
3	83
34	82
5	87
6	84
64	82
5	87
6	84
64	82
5	87
6	84
61	86
2	81
3	83
9	83
91	86
2	81
3	83
34	82
5	87
6	84
61	86
2	81
3	83
9	83
94	82
5	87
6	84
61	86
2	81
3	83
34	82
5	87
8	87
81	86
2	81
3	83
34	82
5	87
6	84
61	86
2	81
3	83
31	86
2	81
3	83
34	82
5	87
8	87
81	86
2	81
3	83
34	82
5	87
6	84
61	86
2	81
3	83
34	82
5	87
8	87
84	82
5	87
6	84
61	86
2	81
3	83
31	86
2	81
3	83
34	82
5	87
6	84
64	82
5	87
6	84
10	84
101	86
2	81
3	83
34	82
5	87
6	84
64	82
5	87
6	84
64	82
5	87
6	84
61	86
2	81
7	81
71	86
2	81
3	83
34	82
5	87
6	84
64	82
5	87
6	84
10	84
104	82
5	87
6	84
61	86
2	81
3	83
31	86
2	81
3	83
34	82
5	87
8	87
81	86
2	81
3	83
31	86
2	81
3	83
34	82
5	87
6	84
10	84
104	82
5	87
6	84
64	82
5	87
6	84
61	86
2	81
7	81
71	86
2	81
3	83
34	82
5	87
6	84
64	82
5	87
6	84
61	86
2	81
3	83
9	83
91	86
2	81
3	83
31	86
2	81
3	83
31	86
2	81
3	83
31	86
2	81
3	83
31	86
2	81
7	81
71	86
2	81
3	83
31	86
2	81
3	83
31	86
2	81
3	83
34	82
5	87
6	84
10	84
101	86
2	81
3	83
31	86
2	81
3	83
31	86
2	81
3	83
31	86
2	81
7	81
74	82
5	87
6	84
61	86
2	81
3	83
31	86
2	81
7	81
74	82
5	87
6	84
61	86
2	81
3	83
31	86
2	81
3	83
34	82
5	87
6	84
61	86
2	81
7	81
74	82
5	87
6	84
64	82
5	87
6	84
61	86
2	81
3	83
31	86
2	81
3	83
34	82
5	87
6	84
64	82
5	87
8	87
84	82
5	87
6	84
64	82
5	87
6	84
61	86
2	81
7	81
71	86
2	81
3	83
34	82
5	87
6	84
64	82
5	87
6	84
61	86
2	81
3	83
34	82
5	87
8	87
81	86
2	81
3	83
31	86
2	81
3	83
31	86
2	81
7	81
74	82
5	87
6	84
61	86
2	81
3	83
31	86
2	81
3	83
34	82
5	87
6	84
64	82
5	87
8	87
81	86
2	81
3	83
31	86
2	81
3	83
31	86
2	81
3	83
31	86
2	81
3	83
34	82
5	87
6	84
10	84
101	86
2	81
3	83
31	86
2	81
3	83
34	82
5	87
6	84
64	82
5	87
6	84
10	84
104	82
5	87
6	84
64	82
5	87
6	84
64	82
5	87
6	84
10	84
104	82
5	87
6	84
64	82
5	87
6	84
61	86
2	81
3	83
34	82
5	87
6	84
64	82
5	87
8	87
81	86
2	81
3	83
34	82
5	87
6	84
64	82
5	87
6	84
64	82
5	87
6	84
61	86
2	81
7	81
71	86
2	81
3	83
31	86
2	81
3	83
34	82
5	87
6	84
10	84
104	82
5	87
6	84
61	86
2	81
3	83
31	86
2	81
3	83
9	83
94	82
5	87
6	84
64	82
5	87
6	84
64	82
5	87
6	84
64	82
5	87
6	84
61	86
2	81
3	83
9	83
94	82
5	87
6	84
61	86
2	81
3	83
34	82
5	87
6	84
10	84
104	82
5	87
6	84
61	86
2	81
3	83
31	86
2	81
7	81
71	86
2	81
3	83
31	86
2	81
3	83
34	82
5	87
6	84
61	86
2	81
3	83
34	82
5	87
8	87
84	82
5	87
6	84
64	82
5	87
6	84
64	82
5	87
6	84
10	84
104	82
5	87
6	84
61	86
2	81
3	83
31	86
2	81
7	81
71	86
2	81
3	83
34	82
5	87
6	84
61	86
2	81
3	83
9	83
91	86
2	81
3	83
34	82
5	87
6	84
64	82
5	87
8	87
84	82
5	87
6	84
64	82
5	87
6	84
61	86
2	81
3	83
31	86
2	81
3	83
9	83
94	82
5	87
6	84
61	86
2	81
3	83
34	82
5	87
6	84
64	82
5	87
6	84
10	84
101	86
2	81
3	83
31	86
2	81
3	83
34	82
5	87
6	84
61	86
2	81
3	83
31	86
2	81
3	83
9	83
94	82
5	87
6	84
64	82
5	87
6	84
61	86
2	81
3	83
9	83
91	86
2	81
3	83
34	82
5	87
6	84
61	86
2	81
3	83
31	86
2	81
3	83
31	86
2	81
3	83
31	86
2	81
3	83
31	86
2	81
3	83
34	82
5	87
8	87
84	82
5	87
6	84
61	86
2	81
3	83
34	82
5	87
6	84
61	86
2	81
7	81
74	82
5	87
6	84
61	86
2	81
3	83
34	82
5	87
6	84
64	82
5	87
8	87
81	86
2	81
3	83
31	86
2	81
3	83
31	86
2	81
3	83
34	82
5	87
6	84
64	82
5	87
6	84
10	84
104	82
5	87
6	84
61	86
2	81
3	83
31	86
2	81
3	83
31	86
2	81
7	81
74	82
5	87
6	84
64	82
5	87
6	84
61	86
2	81
3	83
34	82
5	87
8	87
81	86
2	81
3	83
34	82
5	87
6	84
64	82
5	87
8	87
84	82
5	87
6	84
61	86
2	81
3	83
31	86
2	81
3	83
31	86
2	81
3	83
34	82
5	87
8	87
84	82
5	87
6	84
64	82
5	87
6	84
61	86
2	81
3	83
31	86
2	81
3	83
34	82
5	87
6	84
10	84
101	86
2	81
3	83
34	82
5	87
6	84
61	86
2	81
3	83
34	82
5	87
6	84
64	82
5	87
8	87
84	82
5	87
6	84
64	82
5	87
6	84
64	82
5	87
6	84
61	86
2	81
7	81
74	82
5	87
6	84
64	82
5	87
6	84
61	86
2	81
3	83
34	82
5	87
6	84
10	84
101	86
2	81
3	83
34	82
5	87
6	84
61	86
2	81
3	83
34	82
5	87
6	84
10	84
104	82
5	87
6	84
64	82
5	87
6	84
64	82
5	87
6	84
10	84
104	82
5	87
6	84
64	82
5	87
6	84
64	82
5	87
8	87
81	86
2	81
3	83
34	82
5	87
6	84
64	82
5	87
6	84
61	86
2	81
3	83
9	83
94	82
5	87
6	84
64	82
5	87
6	84
61	86
2	81
3	83
31	86
2	81
3	83
31	86
2	81
7	81
74	82
5	87
6	84
64	82
5	87
6	84
64	82
5	87
8	87
81	86
2	81
3	83
34	82
5	87
6	84
64	82
5	87
6	84
64	82
5	87
6	84
61	86
2	81
3	83
9	83
94	82
5	87
6	84
61	86
2	81
3	83
34	82
5	87
6	84
61	86
2	81
3	83
31	86
2	81
3	83
9	83
94	82
5	87
6	84
64	82
5	87
6	84
64	82
5	87
8	87
84	82
5	87
6	84
64	82
5	87
6	84
61	86
2	81
7	81
74	82
5	87
6	84
61	86
2	81
3	83
34	82
5	87
6	84
61	86
2	81
3	83
31	86
2	81
3	83
31	86
2	81
3	83
9	83
