4	55
5	63
6	59
1	57
2	65
3	61
1	57
2	65
3	61
4	55
5	63
6	59
1	57
2	65
3	61
1	57
2	65
3	61
1	57
2	65
3	61
4	55
5	63
6	59
1	57
2	65
3	61
1	57
2	65
3	61
4	55
5	63
8	63
4	55
5	63
6	59
4	55
5	63
6	59
1	57
2	65
3	61
1	57
2	65
3	61
4	55
5	63
6	59
1	57
2	65
3	61
1	57
2	65
3	61
1	57
2	65
3	61
1	57
2	65
3	61
1	57
2	65
3	61
1	57
2	65
3	61
1	57
2	65
3	61
9	61
4	55
5	63
6	59
4	55
5	63
6	59
4	55
5	63
6	59
1	57
2	65
3	61
1	57
2	65
3	61
1	57
2	65
3	61
1	57
2	65
3	61
4	55
5	63
6	59
1	57
2	65
3	61
1	57
2	65
3	61
4	55
5	63
6	59
10	59
1	57
2	65
3	61
4	55
5	63
6	59
4	55
5	63
6	59
1	57
2	65
3	61
4	55
5	63
6	59
4	55
5	63
6	59
4	55
5	63
6	59
1	57
2	65
3	61
4	55
5	63
6	59
1	57
2	65
3	61
1	57
2	65
7	65
4	55
5	63
6	59
4	55
5	63
6	59
4	55
5	63
6	59
10	59
4	55
5	63
6	59
4	55
5	63
6	59
4	55
5	63
8	63
4	55
5	63
6	59
1	57
2	65
3	61
4	55
5	63
6	59
4	55
5	63
6	59
10	59
1	57
2	65
3	61
4	55
5	63
6	59
4	55
5	63
8	63
1	57
2	65
3	61
1	57
2	65
3	61
4	55
5	63
6	59
1	57
2	65
3	61
4	55
5	63
6	59
4	55
5	63
6	59
4	55
5	63
6	59
4	55
5	63
6	59
1	57
2	65
3	61
1	57
2	65
7	65
1	57
2	65
3	61
4	55
5	63
6	59
4	55
5	63
6	59
1	57
2	65
3	61
4	55
5	63
6	59
4	55
5	63
6	59
4	55
5	63
6	59
10	59
4	55
5	63
6	59
1	57
2	65
3	61
1	57
2	65
3	61
4	55
5	63
6	59
1	57
2	65
3	61
9	61
1	57
2	65
3	61
1	57
2	65
3	61
1	57
2	65
3	61
1	57
2	65
3	61
4	55
5	63
6	59
1	57
2	65
3	61
1	57
2	65
3	61
4	55
5	63
6	59
4	55
5	63
6	59
1	57
2	65
7	65
1	57
2	65
3	61
1	57
2	65
3	61
4	55
5	63
6	59
1	57
2	65
3	61
9	61
4	55
5	63
6	59
1	57
2	65
3	61
4	55
5	63
6	59
1	57
2	65
7	65
1	57
2	65
3	61
4	55
5	63
6	59
1	57
2	65
3	61
4	55
5	63
6	59
4	55
5	63
6	59
1	57
2	65
